#fields	hash	name
4f635262ad3fb6e634daee798082c788	Malware_Test_FP:boleto-malspam-infection-traffic	T
e9273590c7875d6367325f8714890790	Malware_Test_FP:boleto-malspam-traffic	T
c201b92f8b483fa388be174d6689f534	Malware_Test_FP:dhl-malspam-traffic;Gozi(from_abuse.ch)	T
85bedfc1914da556aab4518390798003	Malware_Test_FP:dridex-infection-traffic	T
d18a4da84af59e1108862a39bae7c9d4	Malware_Test_FP:Driex;Python_2.7.12	T
ff94b48f555edc2f0a4c8256eb0d81de	Malware_Test_FP:eitest-angler-ek-third-run	T
bff2c7b5c666331bfe9afacefd1bdb51	Malware_Test_FP:eitest-angler-ek-third-run;Microsoft_Updater_(Windows_7SP1);TeamViewer_11.0.56083P	T
cbcd1d81f242de31fd683d5acbc70dca	Malware_Test_FP:eitest-angler-ek-traffic;Mozilla/4.0_(compatible;_Win32;_WinHttp.WinHttpRequest.5)	T
83e04bc58d402f9633983cbf22724b02	Malware_Test_FP:eitest-hoeflertext-chrome-popup-after-techydiary.com;Adware(from_abuse.ch);Postman;Slack	T
098f55e27d8c4b0a590102cbdb3a5f3a	Malware_Test_FP:eitest-hoeflertext-chrome-popup-traffic;Adware(from_abuse.ch)	T
3b483d0b34894548b602e8d18cdc24c5	Malware_Test_FP:eitest-rig-ek-3rd-run	T
2d44457ca7a1e0e754664c8469ce62a8	Malware_Test_FP:eitest-rig-ek-second-example	T
2a458dd9c65afbcf591cd8c2a194b804	Malware_Test_FP:eitest-rig-ek-second-example;Mozilla/5.0_(Windows_NT_6.1;_Trident/7.0;_rv:11.0)_like_Gecko	T
1074895078955b2db60423ed2bf8ac23	Malware_Test_FP:eitest-rig-ek-traffic	T
2d8794cb7b52b777bee2695e79c15760	Malware_Test_FP:eitest-rig-ek-traffic;Ransomware(from_abuse.ch)	T
2efb07037a97b06201ab4fe7ec0c326e	Malware_Test_FP:fake-font-update-for-firefox	T
a0e9f5d64349fb13191bc781f81f42e1	Malware_Test_FP:fake-font-update-for-firefox;Mozilla/4.0_(compatible;_ms-office)	T
df5c30e670dba99f9270ed36060cf054	Malware_Test_FP:fake-font-update-for-firefox;Tofsee(from_abuse.ch)	T
c1fbfd09bd0bab610be60dd6819688f4	Malware_Test_FP:fiesta-ek-infection-traffic	T
243a279e5aaae8841edf46d00c05195e	Malware_Test_FP:malspam-traffic	T
e7d705a3286e19ea42f587b344ee6865	Malware_Test_FP:malspam-traffic;Tor_Client	T
bafc6b01eae6f4350f5db6805ace208e	Malware_Test_FP:mordor-from-seahomevb.top	T
51b5c918558a4bfb50ce1ab1d5fddff7	Malware_Test_FP:neutrino-traffic	T
852e7534b3f722d893a7750afb5ecdcc	Malware_Test_FP:neutrino-traffic	T
a7dfa1673bb090cab6b6658861f43473	Malware_Test_FP:neutrino-traffic	T
aeae3901ecde8396b2f5648c02aeb37f	Malware_Test_FP:neutrino-traffic	T
e107ef8ec0296e17c3f82de949b4066c	Malware_Test_FP:neutrino-traffic	T
fd6bbdf835788b3c7d33372127470a06	Malware_Test_FP:neutrino-traffic	T
fd2273056f386e0ba8004e897c337037	Malware_Test_FP:nuclear-ek-traffic	T
1be3ecebe5aa9d3654e6e703d81f6928	Malware_Test_FP:nuclear-ek-traffic;Ransomware.Troldesh(from_abuse.ch)	T
df8bfc363eeba63ab938cb2190ccd7b7	Malware_Test_FP:rig-ek-sends-kovter-2nd-run	T
1848357994c2851c809cb01bae7d631c	Malware_Test_FP:rig-ek-traffic	T
51a7ad14509fd614c7bb3a50c4982b8c	Malware_Test_FP:sweet-orange-ek-traffic;JBifrost(from_abuse.ch);java	T
294b2f1dc22c6e6c3231d2fe311d504b	Malware_Test_FP:trickbot:Metasploit_Reverse_HTTPS	T
6734f37431670b3ab4292b8f60f29984	Malware_Test_FP:trickbot-infection-from-usdata.estoreseller.com;_Mozilla/5.0_(Windows_NT_6.1)_AppleWebKit/537.36_(KHTML	T
d54b3eb800cbeccf99fd5d5cdcd7b5b5	Malware_Test_FP:usps-malspam-js-file-post-infection-traffic;Internet_Explorer_11.0.9600.18349;TeamViewer_10.0.47484P;Notepad++_Update_Check;Softperfect_Network_Scanner_Update_Check;Wireshark_2.0.4_Update_Check	T
92579701f145605e9edc0b01a901c6d5	Malware_Test_FP:usps-malspam-traffic;_Adware(from_abuse.ch)	T
3fab5d0fe3b2408c8b2251b46d3895de	Malware_Test_FP:usps-malspam-traffic-1-of-2	T
6f702efe6480d2a1c9f85b73b8a4794a	Malware_Test_FP:usps-malspam-traffic-1-of-2	T
fc5574de96793b73355ca9e555748225	Marble_(KDE_5.21.0_QT_5.5.1_openSUSE_Leap_42.1)	T
d732ca39155f38942f90e9fc2b0f97f7	Maxthon	T
c9dbeed362a32f9a50a26f4d9b32bbd8	Messenger	T
16f17c896273d1d098314a02e87dd4cb	Metaploit_http_scanner_(tested:_4.11.5_Kali)	T
950ccdd64d360a7b24c70678ac116a44	Metasploit_CCS_Scanner	T
ee031b874122d97ab269e0d8740be31a	Metasploit_HeartBleed_Scanner	T
6825b330bf9de50ccc8745553cb61b2f	Metasploit_SSL_Scanner	T
bd0bf25947d4a37404f0424edf4db9ad	Microsoft BITS/7.8	T
bedb7e0ff43a24272eb0a41993c65faf	Microsoft_Smartscreen	T
48cf5fb702315efbfc88ee3c8c94c6cb	Microsoft_Windows_Socket_(Tested:_Windows_10)	T
4d01f8b1afc22e138127611b62f1e6ec	mitmproxy	T
8ef6a005eae3d51b652ffe41984f8869	mitmproxy	T
11e1137464a4343105031631d470cd92	mj12bot.com	T
87c6dda19108d68e526a72d9ae09fb9e	Mobile_Safari/537.35+_BB10	T
6acb250ada693067812c3335705dae79	mono-sgen;Amazon_Drive	T
05af1f5ca1b87cc9cc9b25185115607d	Mozilla/4.0_(compatible;_MSIE_9.0;_Windows_NT_6.1)	T
05e15a226e00230c416a8cdefeb483c7	Mozilla/4.0_(compatible;_MSIE_9.0;_Windows_NT_6.1)	T
66918128f1b9b03303d77c6f2eefd128	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36	T
5182f54f9c6e99d117d9dde3fa2b4cff	Mozilla/5.0;BlueCoat_Proxy;Malware_Test_FP:_zeuspandabanker-malspam-traffic	T
2db6873021f2a95daa7de0d93a1d1bf2	Mozilla/5.0_(compatible;_+http://tweetedtimes.com)	T
4d7a28d6f2263ed61de88ca66eb011e3	Mozilla/5.0_(compatible;_MSIE_10.0;_Windows_NT_6.1;_WOW64;_Trident/6.0;_Touch;_MASEJS)	T
4056657a50a8a4e5cfac40ba48becfa2	Mozilla/5.0_(compatible;_um-LN/1.0;Windows_NT_6.1;_WOW64;_rv:40.0)_Gecko/20100101_Firefox/40.1	T
f1c5cf087b959cec31bd6285407f689a	Mozilla/5.0_(iPad;_CPU_OS_10_1_1_like_Mac_OS_X);Used_by_many_programs_on_OSX	T
c05de18b01a054f2f6900ffe96b3da7a	Mozilla/5.0_(Macintosh;_Intel_Mac_OS_X_10_11_6)_AppleWebKit/605.1.15_(KHTML	T
c07cb55f88702033a8f52c046d23e0b2	Mozilla/5.0_(Macintosh;_Intel_Mac_OS_X_10_12_6)_AppleWebKit/605.1.15_(KHTML	T
8a8159e6abf9fe493ca87efc38855149	Mozilla/5.0_(Macintosh;_Intel_Mac_OS_X_10_6_8)_AppleWebKit/537.36_(KHTML	T
9811c1bb9f0f6835d5c13a831cca4173	Mozilla/5.0_(Macintosh;_Intel_Mac_OS_X_10_8_3)_AppleWebKit/537.31_(KHTML	T
0ffee3ba8e615ad22535e7f771690a28	Mozilla/5.0_(Windows_NT_10.0;_Win64;_x64)_AppleWebKit/537.36_(KHTML	T
28a2c9bd18a11de089ef85a160da29e4	Mozilla/5.0_(Windows_NT_10.0;_Win64;_x64)_AppleWebKit/537.36_(KHTML	T
b20b44b18b853ef29ab773e921b03422	Mozilla/5.0_(Windows_NT_10.0;_Win64;_x64;_rv:66.0)_Gecko/20100101_Firefox/66.0	T
106ecbd3d14b4dc6e413494263720afe	Mozilla/5.0_(Windows_NT_6.1)_AppleWebKit/537.36_(KHTML	T
4fcd1770545298cc119865aeba81daba	Mozilla/5.0_(Windows_NT_6.1;_WOW64)_AppleWebKit/534+_(KHTML	T
554719594ba90b02ae410c297c6e50ad	Mozilla/5.0_(Windows_NT_6.3;_Win64;_x64)_AppleWebKit/537.36_(KHTML	T
2c14bfb3f8a2067fbc88d8345e9f97f3	Mozilla/5.0_(Windows_NT_6.3;_WOW64;_Trident/7.0;_rv:11.0)_like_Gecko	T
043a5d2d936910298e36e34acd8da818	Mozilla/5.0_(X11;_Linux_x86_64;_rv:60.0)_Gecko/20100101_Firefox/60.0	T
641df9d6dbe7fdb74f70c8ad93def8cc	Mozilla/5.0_(X11;_Ubuntu;_Linux_x86_64)_AppleWebKit/537.36_(KHTML	T
d65ddade944f9acfe4052b2c9435eb85	Mozilla_Sync_Services_(Android)	T
c2116e5bb14394aafbefe12ade9bd8ab	Mozilla_Thunderbird_(tested:_31.5.0)	T
6fd163150b060dd7d07add280f42f4ed	Mozilla_Thunderbird_(tested:_38.3.0)	T
888ecd3b5821a497195932b0338f2f12	MS_Edge	T
8d2e46c9e2b1ee9b1503cab4905cb3e0	MS_Edge;_Mozilla/5.0_(Windows_NT_10.0;_Win64;_x64)_AppleWebKit/537.36_(KHTML	T
5bf43fbca3454853c26df6d996954aca	MS_Edge;Mozilla/5.0_(Windows_NT_10.0;_Win64;_x64)_AppleWebKit/537.36_(KHTML	T
f66b0314f269695fe3528ef39a27c158	MS_Office_Components	T
7b3b37883b5e80065b35f27888ed2b04	MSIE_10.0_Trident/6.0)	T
2baf01616e930d378df97576e2686df3	MSIE_8.0_&_9.0_Trident/5.0)	T
6761a36cfa692fcd3bc7d570b23cc168	mutt	T
9d5869f950eeca2e39196c61fdf510c8	mutt_(tested:_1.5.23_-_OS_X);Shodan	T
dc7c914e1817944435dd6b82a8495fbb	mutt_(tested:_1.5.23_OSX)	T
3fcc12d9ee1f75a0212d1d16f7b9f8ad	mutt_(tested:_1.6.2_OS_X);Shodan	T
8f41a697eff27e008f969cf7b5ba4117	Nagios_NRPE	T
146c6a6537ba4cc22d874bf8ff346144	NetFlix_App_on_AppleTV_(possibly_others_also)	T
5eeeafdbc41e5ca7b81c92dbefa03ab7	Nikto_(tested_2.1.6_-_Kali)	T
f4262963691a8f123d4434c7308ad7fe	Nikto_(tested_2.1.6_-_Kali)	T
a563bb123396e545f5704a9a2d16bcb0	Nikto_(tested_v2.1.6)	T
3ee4aaac7147ff2b80ada31686db660c	node-webkit	T
4025f224557638ee81afc4f272fd7577	NVIDEA_GeForce_Experience	T
49de9b1c7e60bd3b8e1d4f7a49ba362e	nwjs	T
388a4049af7e631f8d36eb0f909de65a	One_Drive	T
a35c1457421bcfaf5edaccb910bfea1d	OpenConnect_version_v7.01	T
07aa6d7cac645c8845d6e96503f7d985	OpenConnect_version_v7.06_/_wget_1.17.1-1_(cygwin)	T
6fffa2be612102d25dbed5f433b8238c	openssl_s_client_/_msmtp_1.6.2_(openSUSE_Leap_42.1)	T
8b475d6105c72827a234fbd47e25b0a3	Opera/9.80_(X11;_Linux_x86_64;_U;_en)_Presto/2.6.30_Version/10.60	T
44f37c3ceccb551271bfe0ba6d39426c	Opera/9.80_Presto/2.10.229_Version/11.62	T
a16170ff03466c8ee703dd71feda9bfe	Opera/9.80_Presto/2.10.289_&_Presto/2.10.229	T
b237ac4bcc16c142168df03a871677bd	Opera/9.80_Presto/2.10.289_Version/12.00	T
07715901e2c6fe4c45e7c42587847d5d	Opera/9.80_Presto/2.12.388	T
329ff4616732b84de926caa7fd6777b0	Opera/9.80_Presto/2.12.388	T
4e6f7f036fb2b05a50ee8a686b1176a6	Opera_10.53__10.60__11.61__11.64__12.02	T
ceee08c3603b53be80c8afdc98babdd6	Opera_11.11__11.52	T
561271bdcbfe68504ce78b38c957eef0	Opera_12.14_-_12.16	T
43bb6a18756587426681e4964e5ea4bf	OS_X_WebSockets	T
3b6da2971936ac24457616e8ad46f362	osc_(python_openSUSE_Leap_42.1)_1	T
95baa3d2068d8c8da71990a353cf8453	osc_(python_openSUSE_Leap_42.1)_2	T
53eb89fe6147474039c1162e4d9d3dc0	Outlook_2007_(Win_8.1)	T
38cbe70b308f42da7c9980c0e1c89656	p4v	T
d82cbe0b93f2b02d490a14f6bc1d421a	PaleMoon_Browser;__PaleMoon/27.4.2	T
62448833d8230241227c03b7d441e31b	parsecd;FreedomProxy;photoanalysisd	T
16765fe48127809dc0ca406769c9391e	php_script_(tested_5.5.27)	T
b74f9ecf158e0575101c16c5265a85b0	Pidgin_(tested_2.10.11)	T
6ea7cfa450ce959818178b420f59fec4	Pocket/Slack/Duo_(Android)	T
9e41b6bf545347abccf0dc8fd76083a5	Polycom_IP_Phone_Directory_Lookup	T
e846898acc767ebeb2b4388e58a968d4	postbox-bin	T
26fa3da4032424ab61dc9be62c8e3ed0	Postfix_with_StartTLS	T
ef48bf8b2ccaab35642fd0a9f1bbe831	PubNub_data_stream_#1_&_Apteligent	T
8cc24a6ff485c62e3eb213d2ca61cf12	PubNub_data_stream_#2	T
12ad03cb3faa2748e92c9a38faab949f	Pusherapp_API	T
ba502b2f5d64ac3d1d54646c0d6dd4dc	py2app_application_(including_box.net_&_google_drive_clients)	T
c398c55518355639c5a866c15784f969	Python_Requests_Library_2.4.3	T
1a9fb04aa1b4439666672be8661f9386	python-requests/2.7.0_CPython/2.6.6_Linux/2.6.32-504.23.4.el6.x86_64	T
a7823092705a5e91ce2b7f561b6e5b98	Qsync_Client	T
c22dea495cef869edbeb3458adaf497f	Rapid7_Nexpose	T
30701f5050d504c31805594fb5c083b8	rekonq1.1__Arora0.11.0	T
c048d9f26a79e11ca7276499ef24daf3	RescueTime	T
7743db23afb26f18d632420e6c36e076	RingCentral_App_(unknown_platform)	T
90f755509cba37094eb66be02335b932	RingCentral_App_(unknown_platform)_#2	T
35c0a31c481927f022a3b530255ac080	RSiteAuditor;Tofsee__(from_abuse.ch)	T
d219efd07cbb8fbe547e6a5335843f0f	ruby	T
688b34ca00a291ece0bc07b264b1344c	ruby_script_(tested:_2.0.0p481)	T
c36fb08942cf19508c08d96af22d4ffc	Safari	T
77310efe11f1943306ee317cf02150b7	Safari/534.57.2;hola_svc	T
41ba55231de6643721fbe2ae25fab85d	Safari_534.34	T
4c551900711d12c864cfe2f95e1c98c2	Safari_534.34	T
fb1d89e16f4dd558ad99011070785cce	Safari_534.59.8	T
e2a482fbb281f7662f12ff6cc871cfe7	Safari_536.30.1	T
cc5925c4720edb550491a12a35c15d4d	Safari_537.71	T
88770e3ad9e9d85b2e463be2b5c5a026	Safari_537.78.2	T
844166382cc98d98595e6778c470f5d5	Salesforce_Files	T
9a35e493f961ac377f948690b5334a9c	SCANNER:_hoax_Firefox/40.1	T
d8844f000e5571807e9094e0fcd795fe	SCRAPER:_DotBot	T
6cc3c7debc31952d05ecaacb6021925f	SeznamBot/3.2	T
fa8b8ed07b1dd0e4a262bd44d31251ec	ShadowServer_Scanner_1	T
c05809230e9f7a6bf627a48b72dc4e1c	ShadowServer_Scanner_2	T
0ad94fcb7d3a2c56679fbd004f6b12cd	ShadowServer_Scanner_3	T
0add6ceb611a7613f97329af3b6828d9	Shodan	T
0b63812a99e66c82a20d30c3b9ba6e06	Shodan	T
109dbd9238634b21363c3d62793c029c	Shodan	T
11e49581344c117df2c9ceb46e5594c4	Shodan	T
302579fd4ba13eca27932664f66725ad	Shodan	T
badc09d74edf43c0204c4827a038c2fa	Shodan	T
f59a024cf47fdb835053ebf144189a47	Shodan	T
f8f522671d2d2eba5803e6c002760c05	Shodan	T
7dde4e4f0dceb29f711fb34b4bdbf420	Signal_(tested:_3.16.0_-_Android)	T
07931ada5b9dd93ec706e772ee60782d	Signal_Chrome_App	T
cfb6d1c72d09d4eaa4c7d2c0b1ecbce7	SkipFish_(tested:_v2.10b_kali)	T
49a341a21f4fd4ac63b027ff2b1a331f	Skype	T
7a75198d3e18354a6763860d331ff46a	Skype_(additional_Win_10)	T
06207a1730b5deeb207b0556e102ded2	Skype_(multiple_platforms)	T
5ef08bc989a9fcc18d5011f07d953c14	Skype_(tested_7.18(341)_on_OSX)	T
3d72e4827837391cd5b6f5c6b2d5b1e1	Slack	T
a5aa6e939e4770e3b8ac38ce414fd0d5	Slack	T
cdd8179dc9c0e4802f557b62bae73d43	Slack	T
c8ada45922a3e7857e4bfd4fc13e8f64	Slack_Desktop_App	T
22cca8ed59288f4984724f0ee03484ea	Slackbot_Link_Expander	T
116ffc8889873efad60457cd55eaf543	Spark	T
f51156bcd5033603e750c8bd4db254e3	SpiderOak_(tested:_6.0.1)	T
20dd18bdd3209ea718989030a6f93364	Spotifiy;Used_by_many_programs;Adware__(from_abuse.ch)	T
f28d34ce9e732f644de2350027d74c3f	Spotify;Used_by_many_programs	T
8db4b0f8e9dd8f2fff38ee7c5a1e4496	SpotlightNetHelper	T
1ab5d0f756e0692a975fda9a6474969f	sqlmap_(tested:_v1.0.7.0_OS_X)	T
615788655a0e65b71e47c3ebe2302564	sqlmap_(tested:_v1.0-dev_kali)	T
24339ea346521d98a8c50fd3713090c9	SSLPing_Scanner_1	T
ad5d6f490f3819dc60b2a2fbe5bd1cba	SSLPing_Scanner_2	T
1e9557c377f8ff50b80b7f87b60b1054	SSLPing_Scanner_3	T
c3c59ec21835721c92571e7742fadb88	SSLPing_Scanner_4	T
39cf5b7a13a764494de562add874f016	Steam_OSX	T
cab4a6a0c7ac91c2bd9e93cb0507ad4e	Synology_DDNS_Beacon	T
2d3854d1cbcdceece83eabd85bdcc056	Tableau	T
a585c632a2b49be1256881fb0c16c864	Tableau	T
cd7c06b9459c9cfd4af2dba5696ea930	Tableau	T
24993abb75ddda7eaf0709395e47ab4e	Tenable_Passive_Vulnerability_Scanner_Plugin_Updater	T
74927e242d6c3febf8cb9cab10a7f889	Test_FP:_Dridex_Malware	T
f3603b5b21cdb30f2a089b78fc2dde0d	Test_FP:_Nuclear_Exploit_Kit	T
38aea89b122f799954cf3f4e8878498b	Test_FP:_Tweetdeck_maybe_Webkit	T
97d3b9036d5a4d7f1fe33fe730f38231	TextSecure_Name_Lookup_(Tested:_Android)	T
207409c2b30e670ca50e1eac016a4831	ThunderBird_(v17.0_OS_X)	T
4623da8b4586a8a4b86e31d689aa0c15	ThunderBird_(v38.0.1_OS_X)	T
9f62c4f26b90d3d757bea609e82f2eaf	Tofsee__(from_abuse.ch)	T
0ed768d6e3bc66af60d31315afd423f2	Tor_Browser_(tested:_5.0.1f_-_May_clash_with_FF38)	T
8c9a7fe81ba61dab1454e08f42f0a004	Tor_Browser_(v4.5.3_OS_X_-_based_on_FF_31.8.0)	T
5b3eee2766b876e623ba05508d269830	Tor_Relay_Traffic_(tested_0.2.7.6)	T
79f0842a32b359d1b683c569bd07f23b	Tor_Relay_Traffic_(tested_0.2.7.6)	T
659007d8bae74d1053f6ca4a329d25a7	Tor_uplink_(tested:_0.2.6.10)	T
3b8f3ace50a7c7cd5205af210f17bb70	tor_uplink_(tested_0.2.2.35)	T
aea96546ac042f29fed1e2203a9b4c3f	Trident/7.0	T
df65746370dcabc9b4f370c6e14a8156	True_Key	T
edcf2fd479271286879efebd22bc8d16	Twitterbot/1.0;Mozilla/5.0_(compatible)	T
633e9558d4b25b46e8b1c49e10faaff4	Ubuntu_Software_Center	T
b9b4d1f7283b5ddc59d0b8d15e386106	Ubuntu_Software_Center	T
ac206b75530d569a0a64cec378eb4b66	Ubuntu_Web_Socket_#1	T
94feb9008aeb393e76bac31b30af6ad0	Ubuntu_Web_Socket_#2	T
f1b7bbeb8b79cecd728c72bba350d173	Ubuntu_Web_Socket_#3	T
3f00755c412442e642f5572ed4f2eaf2	Ubuntu_Web_Socket_#4	T
0e580f864235348848418123f96bbaa0	UMich_Scanner_(can_use:_zgrab)	T
9a1c3fed39b016b8d81cc77dae70f60f	UMich_Scanner_(can_use:_zgrab)	T
dc76bc3a4e3bc38939dfd90d8b7214b7	UMich_Scanner_(can_use:_zgrab)	T
84071ea96fc8a60c55fc8a405e214c0f	Used_by_many_desktop_apps;GitHub_Desktop	T
40fd0a5e81ebdcf0ec82a4710a12dec1	Used_by_many_programs_on_OSX	T
618ee2509ef52bf0b8216e1564eea909	Used_by_many_programs_on_OSX	T
799135475da362592a4be9199d258726	Used_by_many_programs_on_OSX	T
7b530a25af9016a9d12de5abc54d9e74	Used_by_many_programs_on_OSX	T
e4d448cdfe06dc1243c1eb026c74ac9a	Used_by_many_programs_on_OSX	T
2d96ffb535c7c7a30cad924b9b9f2b52	Valve_Steam_Client_#1	T
ab1fa6468096ab057291aa381d5de2b7	Valve_Steam_Client_#2	T
e0224fc1c33658f2d3d963bfb0a76a85	Viber	T
41e3681b7c8c915e33b1f80d275c19d5	VirtualBox_Update_Poll_(tested_5.0.8_r103449)	T
81fb3e51bf3f18c5755146c28d07431b	VLC	T
cff90930827e8b0f4e5a6fcc17319954	VMWare_Fusion_/_Workstation_/_Player_Update_Check_8.x-12.x	T
48e69b57de145720885af2894f2ab9e7	VMware_vSphere_Client_(Tested_v4.1.0)	T
01319090aea981dde6fc8d6ae71ead54	vpnkit	T
10a686de1c41107df06c21df245e24cd	w3af_(tested:_v1.6.54_Kali_1)	T
f13e6d84b915e17f76fdf4ea8c959b4d	w3af_(tested:_v1.6.54_Kali_2)	T
345b5717dae9006a8bcd4cb1a5f09891	w3af_(tested:_v1.6.54_Kali_3)	T
74ebac04b642a0cab032dd46e8099fdc	w3c_HTML_Validator	T
975ef0826e8485f2335db71873cb34c6	w3m_(tested:_0.5.3_OS_X)	T
6b4b535249a1dcd95e3b4b6e9e572e5e	w3m_0.5.3_(OS_X_version)	T
575771dbc723df24b764ac0303c19d10	w3m_0.5.3_/_lynx_3.2_/_svn_1.8.10_(openSUSE_Leap_42.1)	T
0172e9e41a8940e6a809967e4835214a	Web	T
ce5f3254611a8c095a3d821d44539877	WebexTeams;Microsoft_Office_Excel_2014	T
58d97971a14d0520c5c56caa75470948	WebKit_per_Safari_9.0.1_(11601.2.7.2)	T
9ef7a86952e78eeb83590ff4d82a5538	WebKit_per_Safari_9.0.1_(11601.2.7.2)	T
8e1172bd5dcc4698928c7eb454a2c3de	WeeChat	T
5f1d4c631ddedf942033c9ae919158b8	wget_(tested_GNU_Wget_1.16.1_&_1.17_on_OS_X)	T
70663c6da28b3b9ac281d7b31d6b97c3	wget_1.14_(openSUSE_Leap_42.1)	T
d83881675de3f6aacbcc0b2bae6f8923	wget_1.18;Yandex_Bot	T
444434ebe3f52b8453c3803bff077ebd	Wii-U	T
c8d1364bba308db5a4a20c65c58ffde1	Win_default_thing_a_la_webkit	T
123b8f4705d525caffa3f2b36447f481	Win10_Mail_Client	T
aee020803d10a4d39072817184c8eedc	Windows_10_Native_Connection	T
205200cdaac61b110838556b834070d1	Windows_10_WebSockets_(inc_Edge)_#1	T
a7b2f0639f58f97aec151e015be1f684	Windows_8.x_Apps_Store_thing_(unconfirmed)	T
0d15924fe8f8950a3ec3a916e97c8498	Windows_8.x_Builtin_Mail_Client	T
a8ee937cf82bb0972fecc23d63c9cd82	Windows_8.x_TLS_Socket	T
3b5074b1b5d032e5620f69f9f700ff0e	WindowsPowerShell/5.1.17134.765	T
84607748f3887541dd60fe974a042c71	wineserver	T
4c8ff2ddb1890482e5989b80e48b54d4	WPScan_(tested:_2.9_Kali)	T
1202a58b454f54a47d2c216567ebd4fb	Yahoo!_Slurp_Indexer	T
de364c46b0dfc283b5e38c79ceae3f8f	Yahoo!_Slurp_Indexer	T
11404429d240670cc018bed04e918b6f	youtube-dl_2016.06.03_(openSUSE_Leap_42.1)	T
f8f5b71e02603b283e55b50d17ede861	Zite_(Android)_1_-_May_collide_with_Chrome	T
5ae88f37a16f1b054f2edff1c8730471	Zite_(Android)_2_-_May_collide_with_Chome	T
c2b4710c6888a5d47befe865c8e6fb19	ZwiftApp	T
