# JA3 Blacklist found at https://sslbl.abuse.ch/ja3-fingerprints/ on May 8, 2019
1be3ecebe5aa9d3654e6e703d81f6928	Intel::JA3	Ransomware.Troldes	T
c5235d3a8b9934b7fbbd204d50bc058d	Intel::JA3	Gootkit	T
e62a5f4d538cbf169c2af71bec2399b4	Intel::JA3	TrickBot	T
d2935c58fe676744fecc8614ee5356c7	Intel::JA3	Adwind	T
decfb48a53789ebe081b88aabb58ee34	Intel::JA3	Adwind	T
51c64c77e60f3980eea90869b68c58a8	Intel::JA3	Dridex	T
cb98a24ee4b9134448ffb5714fd870ac	Intel::JA3	Dridex	T
34f14a69ad7009ca5863379218af17f3	Intel::JA3	Tofsee	T
d76ee64fb7273733cbe455ac81c292e6	Intel::JA3	Tofsee	T
8f6c918dcb585ebbea05e2cc94530e3d	Intel::JA3	Tofsee  T
1d095e68489d3c535297cd8dffb06cb9	Intel::JA3	Tofsee  T	
f22bdd57e3a52de86cda40da2d84e83b	Intel::JA3	Tofsee  T
fb58831f892190644fe44e25bc830b45	Intel::JA3	Adware	T
0cc1e84568e471aa1d62ad4158ade6b5	Intel::JA3	Tofsee  T
2092e1fffb45d7e4a19a57f9bc5e203a	Intel::JA3	Tofsee  T
d18a4da84af59e1108862a39bae7c9d4	Intel::JA3	Dridex	T
a61299f9b501adcf680b9275d79d4ac6	Intel::JA3	Adware	T
b386946a5a44d1ddcc843bc75336dfce	Intel::JA3	Adware  T
8498fe4268764dbf926a38283e9d3d8f	Intel::JA3	Adware  T
20dd18bdd3209ea718989030a6f93364	Intel::JA3	Adware  T
8991a387e4cc841740f25d6f5139f92d	Intel::JA3	Adware  T
3d89c0dfb1fa44911b8fa7523ef8dedb	Intel::JA3	Adware  T
e330bca99c8a5256ae126a55c4c725c5	Intel::JA3	Adware  T
83e04bc58d402f9633983cbf22724b02        Intel::JA3      Adware  T
b8f81673c0e1d29908346f3bab892b9b        Intel::JA3      Adware  T
d551fafc4f40f1dec2bb45980bfa9492        Intel::JA3      Adware  T
29085f03f8e8a03f0b399c5c7cf0b0b8        Intel::JA3      Adware  T
51a7ad14509fd614c7bb3a50c4982b8c        Intel::JA3      JBifrost	T
bc6c386f480ee97b9d9e52d472b772d8        Intel::JA3      Adware  T
b13d01846ad7a14a70bf030a16775c78        Intel::JA3      Adware	T
698e36219f3979420fa2581b21dac7ec        Intel::JA3      Adware  T
1712287800ac91b34cadd5884ce85568	Intel::JA3	TorrentLocker	T
550dce18de1bb143e69d6dd9413b8355        Intel::JA3      Adware  T
d7150af4514b868defb854db0f62a441        Intel::JA3      Tofsee	T
df5c30e670dba99f9270ed36060cf054        Intel::JA3      Tofsee  T
35c0a31c481927f022a3b530255ac080        Intel::JA3      Tofsee  T
7dcce5b76c8b17472d024758970a406b        Intel::JA3      Tofsee  T
911479ac8a0813ed1241b3686ccdade9        Intel::JA3      Tofsee  T
03e186a7f83285e93341de478334006e        Intel::JA3      Tofsee  T
17fd49722f8d11f3d76dce84f8e099a7        Intel::JA3      Tofsee  T
fb00055a1196aeea8d1bc609885ba953	Intel::JA3	TrickBot	T
098f55e27d8c4b0a590102cbdb3a5f3a        Intel::JA3      Adware  T
e3b2ab1f9a56f2fb4c9248f2f41631fa        Intel::JA3      Tofsee  T
46efd49abcca8ea9baa932da68fdb529        Intel::JA3      Adware  T
4d7a28d6f2263ed61de88ca66eb011e3        Intel::JA3      Tofsee  T
b2b61db7b9490a60d270ccb20b462826        Intel::JA3      Adware  T
92579701f145605e9edc0b01a901c6d5        Intel::JA3      Adware  T
7691297bcb20a41233fd0a0baa0a3628        Intel::JA3      Adware  T
16efcf0e00504ddfedde13bfea997952        Intel::JA3      Adware  T
1543a7c46633acf71e8401baccbd0568        Intel::JA3      Tofsee  T
d6f04b5a910115f4b50ecec09d40a1df	Intel::JA3	Dridex	T
93d056782d649deb51cda44ecb714bb0        Intel::JA3      Adware  T
5e573c9c9f8ba720ef9b18e9fce2e2f7        Intel::JA3      Adware  T
590a232d04d56409fab72e752a8a2634        Intel::JA3      Tofsee  T
849b04bdbd1d2b983f6e8a457e0632a8        Intel::JA3      Adware  T
9c2589e1c0e9f533a022c6205f9719e1        Intel::JA3      Adware  T
96eba628dcb2b47607192ba74a3b55ba        Intel::JA3      Tofsee  T
7c410ce832e848a3321432c9a82e972b        Intel::JA3      Tofsee  T
fd80fa9c6120cdeea8520510f3c644ac        Intel::JA3      Tofsee  T
f6fd83a21f9f3c5f9ff7b5c63bbc179d        Intel::JA3      Adware  T
c50f6a8b9173676b47ba6085bd0c6cee        Intel::JA3      TrickBot        T
c201b92f8b483fa388be174d6689f534	Intel::JA3	Gozi	T
b90bdbe961a648f0427db21aaa6ccb59        Intel::JA3      Tofsee  T	
9f62c4f26b90d3d757bea609e82f2eaf        Intel::JA3      Tofsee  T
906004246f3ba5e755b043c057254a29        Intel::JA3      Tofsee  T
57f3642b4e37e28f5cbe3020c9331b4c        Intel::JA3      Gozi    T
2d8794cb7b52b777bee2695e79c15760	Intel::JA3	Ransomware	T
294b2f1dc22c6e6c3231d2fe311d504b	Intel::JA3	Metasploit_Reverse_HTTPS	T
